Year,Month,Day,Hour,PSI_North,PSI_South,PSI_East,PSI_West,PSI_Central,PSI_Overall_Singapore,PM2.5_North,PM2.5_South,PM2.5_East,PM2.5_West,PM2.5_Central,PM2.5_Overall_Singapore
2012,1,1,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,4pm,26,31,23,33,27,23-33,-,-,-,-,-,-
2012,1,1,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,1,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,4pm,19,22,20,28,24,19-28,-,-,-,-,-,-
2012,1,2,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,2,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,4pm,20,24,24,25,28,20-28,-,-,-,-,-,-
2012,1,3,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,3,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,4pm,29,34,30,30,38,29-38,-,-,-,-,-,-
2012,1,4,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,4,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,4pm,34,27,32,30,29,27-34,-,-,-,-,-,-
2012,1,5,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,5,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,4pm,37,33,36,31,35,31-37,-,-,-,-,-,-
2012,1,6,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,6,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,4pm,35,30,33,31,30,30-35,-,-,-,-,-,-
2012,1,7,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,7,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,4pm,20,19,20,25,18,18-25,-,-,-,-,-,-
2012,1,8,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,8,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,4pm,20,19,21,25,18,18-25,-,-,-,-,-,-
2012,1,9,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,9,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,4pm,21,20,20,21,19,19-21,-,-,-,-,-,-
2012,1,10,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,10,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,4pm,25,27,28,28,22,22-28,-,-,-,-,-,-
2012,1,11,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,11,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,4pm,17,20,18,21,14,14-21,-,-,-,-,-,-
2012,1,12,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,12,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,4pm,19,19,17,24,13,13-24,-,-,-,-,-,-
2012,1,13,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,13,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,4pm,19,21,19,24,14,14-24,-,-,-,-,-,-
2012,1,14,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,14,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,4pm,29,30,39,27,27,27-39,-,-,-,-,-,-
2012,1,15,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,15,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,4pm,27,34,30,36,27,27-36,-,-,-,-,-,-
2012,1,16,5pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,6pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,7pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,8pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,9pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,10pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,11pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,16,12am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,1am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,2am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,3am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,4am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,5am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,6am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,7am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,8am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,9am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,10am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,11am,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,12pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,1pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,2pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,3pm,-,-,-,-,-,-,-,-,-,-,-,-
2012,1,17,4pm,36,38,39,38,38,36-39,-,-,-,-,-,-
2012,1,17,5pm,-,-,-,-,-,-,-,-,-,-,-,-
