epoch,loss,val_loss
0,0.09653143110600385,0.01848463972027485
1,0.12240729295453535,0.018483836012773026
2,0.10680702478871515,0.018414548908670742
3,0.11168753193772357,0.01830634735047053
4,0.11224636270594691,0.018188180855642527
5,0.1016479355426645,0.018105495697221696
6,0.12467085726176326,0.018021677525188677
7,0.11646106338548094,0.01791240043269518
8,0.09633414011463347,0.017864645888599064
9,0.10641142937976852,0.017862755136612136
10,0.10436553240057979,0.01788222023214285
11,0.09998561418339198,0.017932640770689037
12,0.09928367080778001,0.017914302862034395
13,0.09474430024152689,0.017891474975607335
14,0.10103757281901808,0.017890916779064216
