year,week,psi,rain,patient,result
2013.0,30.0,29.0,15.0,2423.0,2821.641845703125
2013.0,31.0,23.0,15.0,2476.0,2821.4091796875
2013.0,32.0,23.0,15.0,2426.0,2819.02490234375
2013.0,33.0,25.0,15.0,2700.0,2815.92236328125
2013.0,34.0,28.0,15.0,2565.0,2812.46044921875
2013.0,35.0,27.0,15.0,2380.0,2810.4345703125
2013.0,36.0,18.0,19.0,2262.0,2815.609375
2013.0,37.0,25.0,19.0,2211.0,2810.69482421875
2013.0,38.0,27.0,19.0,2373.0,2807.586669921875
2013.0,39.0,34.0,19.0,2180.0,2802.67578125
2013.0,40.0,26.0,19.0,2301.0,2803.17529296875
2013.0,41.0,25.0,19.0,2429.0,2801.15087890625
2013.0,42.0,23.0,19.0,2429.0,2799.48876953125
2013.0,43.0,30.0,19.0,2401.0,2794.570556640625
2013.0,44.0,28.0,19.0,2155.0,2792.906982421875
2013.0,45.0,28.0,22.0,3018.0,2793.74267578125
2013.0,46.0,23.0,22.0,2494.0,2793.171630859375
2013.0,47.0,21.0,22.0,2576.0,2791.5126953125
2013.0,48.0,20.0,22.0,2363.0,2789.49072265625
2013.0,49.0,18.0,22.0,2526.0,2787.833740234375
2013.0,50.0,24.0,21.0,2509.0,2782.187744140625
2013.0,51.0,20.0,21.0,2458.0,2781.2587890625
2013.0,52.0,33.0,21.0,2605.0,2774.143310546875
2014.0,1.0,27.0,5.0,2766.0,2880.19140625
2014.0,2.0,25.0,5.0,2805.0,2878.514404296875
2014.0,3.0,32.0,5.0,3124.0,2873.683349609375
2014.0,4.0,36.0,5.0,3288.0,2869.90380859375
2014.0,5.0,27.0,5.0,3242.0,2870.678466796875
2014.0,6.0,32.0,1.0,3200.0,2862.205810546875
2014.0,7.0,32.0,1.0,2793.0,2859.827392578125
2014.0,8.0,34.0,1.0,2590.0,2856.7490234375
2014.0,9.0,37.0,1.0,2576.0,2853.32080078125
2014.0,10.0,44.0,6.0,2473.0,2853.897216796875
2014.0,11.0,38.0,6.0,2493.0,2853.619384765625
2014.0,12.0,34.0,6.0,2003.0,2852.64404296875
2014.0,13.0,41.0,6.0,2198.0,2847.8017578125
2014.0,14.0,55.0,17.0,2059.0,2852.351318359375
2014.0,15.0,61.0,17.0,2248.0,2847.8466796875
2014.0,16.0,59.0,17.0,2367.0,2846.162109375
2014.0,17.0,62.0,17.0,2588.0,2842.714599609375
2014.0,18.0,53.0,17.0,2601.0,2843.50341796875
2014.0,19.0,56.0,18.0,2522.0,2841.128173828125
2014.0,20.0,48.0,18.0,2630.0,2841.574951171875
2014.0,21.0,50.0,18.0,2754.0,2838.4765625
2014.0,22.0,48.0,18.0,2649.0,2836.79833984375
2014.0,23.0,48.0,11.0,2512.0,2826.880859375
2014.0,24.0,49.0,11.0,2448.0,2824.140869140625
2014.0,25.0,54.0,11.0,2382.0,2819.987548828125
2014.0,26.0,53.0,11.0,2292.0,2817.95361328125
2014.0,27.0,55.0,15.0,2496.0,2819.1474609375
2014.0,28.0,52.0,15.0,2629.0,2817.8232421875
2014.0,29.0,52.0,15.0,2769.0,2815.434814453125
2014.0,30.0,55.0,15.0,2665.0,2811.980712890625
2014.0,31.0,50.0,15.0,2647.0,2811.369140625
2014.0,32.0,39.0,20.0,2683.0,2818.2802734375
2014.0,33.0,54.0,20.0,2654.0,2810.521728515625
2014.0,34.0,56.0,20.0,2691.0,2807.41650390625
2014.0,35.0,58.0,20.0,2576.0,2804.311279296875
2014.0,36.0,59.0,9.0,2517.0,2789.819580078125
2014.0,37.0,71.0,9.0,2244.0,2783.194580078125
2014.0,38.0,70.0,9.0,2283.0,2781.158203125
2014.0,39.0,69.0,9.0,2099.0,2779.12255859375
2014.0,40.0,73.0,10.0,1839.0,2776.3837890625
2014.0,41.0,74.0,10.0,2043.0,2773.64111328125
2014.0,42.0,73.0,10.0,1947.0,2771.604736328125
2014.0,43.0,68.0,10.0,2049.0,2770.983642578125
2014.0,44.0,74.0,10.0,2006.0,2766.47265625
2014.0,45.0,58.0,23.0,2082.0,2783.59375
2014.0,46.0,41.0,23.0,2140.0,2787.332763671875
2014.0,47.0,48.0,23.0,2226.0,2782.4130859375
2014.0,48.0,47.0,23.0,2204.0,2780.3837890625
2014.0,49.0,50.0,23.0,2235.0,2776.90966796875
2014.0,50.0,45.0,17.0,2315.0,2769.926513671875
2014.0,51.0,34.0,17.0,2177.0,2771.509033203125
2014.0,52.0,37.0,17.0,2407.0,2768.0390625
2015.0,1.0,46.0,6.0,2822.0,2874.23876953125
2015.0,2.0,38.0,6.0,2921.0,2874.64990234375
2015.0,3.0,54.0,6.0,3035.0,2866.689208984375
2015.0,4.0,57.0,6.0,2918.0,2863.26220703125
2015.0,5.0,46.0,6.0,2931.0,2864.7119140625
2015.0,6.0,59.0,6.0,2997.0,2857.798583984375
2015.0,7.0,48.0,6.0,2959.0,2859.248779296875
2015.0,8.0,50.0,6.0,2821.0,2856.16748046875
2015.0,9.0,51.0,6.0,2590.0,2853.434814453125
2015.0,10.0,50.0,5.0,2513.0,2850.322509765625
2015.0,11.0,51.0,5.0,2288.0,2847.58984375
2015.0,12.0,64.0,5.0,2401.0,2840.672607421875
2015.0,13.0,53.0,5.0,2341.0,2842.123779296875
2015.0,14.0,53.0,13.0,2366.0,2848.352783203125
2015.0,15.0,49.0,13.0,2469.0,2847.3759765625
2015.0,16.0,59.0,13.0,2534.0,2841.468017578125
2015.0,17.0,52.0,13.0,2645.0,2841.545166015625
2015.0,18.0,55.0,13.0,2882.0,2838.100830078125
2015.0,19.0,47.0,12.0,2757.0,2837.461181640625
2015.0,20.0,49.0,12.0,2828.0,2834.368896484375
2015.0,21.0,52.0,12.0,3001.0,2830.923095703125
2015.0,22.0,46.0,12.0,2844.0,2830.657958984375
2015.0,23.0,47.0,10.0,2637.0,2825.766845703125
2015.0,24.0,50.0,10.0,2631.0,2822.321533203125
2015.0,25.0,52.0,10.0,2651.0,2819.2294921875
2015.0,26.0,54.0,10.0,2319.0,2816.13671875
2015.0,27.0,64.0,13.0,2357.0,2813.431640625
2015.0,28.0,55.0,13.0,2318.0,2814.224609375
2015.0,29.0,51.0,13.0,2455.0,2813.255126953125
2015.0,30.0,49.0,13.0,2392.0,2811.577880859375
2015.0,31.0,52.0,13.0,2475.0,2808.12548828125
2015.0,32.0,57.0,11.0,2880.0,2801.824951171875
2015.0,33.0,59.0,11.0,2810.0,2798.729736328125
2015.0,34.0,76.0,11.0,2625.0,2790.341552734375
2015.0,35.0,71.0,11.0,2423.0,2789.712890625
2015.0,36.0,101.0,8.0,2280.0,2773.6318359375
2015.0,37.0,110.0,8.0,2821.0,2768.109619140625
2015.0,38.0,137.0,8.0,2738.0,2756.38525390625
2015.0,39.0,138.0,8.0,2929.0,2753.64404296875
2015.0,40.0,128.0,9.0,2619.0,2755.736572265625
2015.0,41.0,97.0,9.0,2529.0,2764.118408203125
2015.0,42.0,108.0,9.0,2612.0,2757.885986328125
2015.0,43.0,133.0,9.0,2588.0,2746.818603515625
2015.0,44.0,63.0,9.0,2533.0,2768.92138671875
2015.0,45.0,69.0,13.0,2721.0,2768.650390625
2015.0,46.0,48.0,13.0,2673.0,2773.748779296875
2015.0,47.0,50.0,13.0,2488.0,2770.64697265625
2015.0,48.0,45.0,13.0,2455.0,2770.052001953125
2015.0,49.0,44.0,13.0,2319.0,2768.025390625
2015.0,50.0,44.0,19.0,2304.0,2772.038330078125
2015.0,51.0,59.0,19.0,2414.0,2764.250732421875
2015.0,52.0,42.0,19.0,2494.0,2767.98583984375
2016.0,1.0,38.0,15.0,2604.0,2886.39208984375
2016.0,2.0,40.0,15.0,2775.0,2883.30615234375
2016.0,3.0,51.0,15.0,2946.0,2877.05859375
2016.0,4.0,42.0,15.0,3111.0,2877.8369140625
2016.0,5.0,42.0,15.0,3125.0,2875.45361328125
2016.0,6.0,44.0,10.0,3740.0,2866.95703125
2016.0,7.0,48.0,10.0,3174.0,2863.171630859375
2016.0,8.0,49.0,10.0,3148.0,2860.437744140625
2016.0,9.0,50.0,10.0,3001.0,2857.703125
2016.0,10.0,47.0,6.0,2702.0,2852.053955078125
2016.0,11.0,54.0,6.0,2382.0,2847.22314453125
2016.0,12.0,60.0,6.0,2596.0,2842.744384765625
2016.0,13.0,64.0,6.0,2530.0,2838.96484375
2016.0,14.0,59.0,14.0,2417.0,2846.9228515625
2016.0,15.0,60.0,14.0,2383.0,2844.18359375
2016.0,16.0,58.0,14.0,2487.0,2842.49951171875
2016.0,17.0,60.0,14.0,2520.0,2839.407470703125
2016.0,18.0,55.0,14.0,2715.0,2838.78173828125
2016.0,19.0,54.0,12.0,2648.0,2834.59765625
2016.0,20.0,54.0,12.0,2853.0,2832.2109375
2016.0,21.0,42.0,12.0,2775.0,2834.06689453125
2016.0,22.0,55.0,12.0,2634.0,2827.0849609375
2016.0,23.0,55.0,13.0,2521.0,2825.771240234375
2016.0,24.0,47.0,13.0,2564.0,2826.2158203125
2016.0,25.0,50.0,13.0,2819.0,2822.766357421875
2016.0,26.0,51.0,13.0,3021.0,2820.025390625
2016.0,27.0,50.0,20.0,2989.0,2825.508544921875
2016.0,28.0,49.0,20.0,2940.0,2823.47607421875
2016.0,29.0,51.0,20.0,3427.0,2820.373291015625
2016.0,30.0,50.0,20.0,3566.0,2818.341064453125
2016.0,31.0,52.0,20.0,3499.0,2815.237548828125
2016.0,32.0,57.0,15.0,3233.0,2805.71435546875
2016.0,33.0,49.0,15.0,2834.0,2806.17236328125
2016.0,34.0,60.0,15.0,2687.0,2799.871337890625
2016.0,35.0,61.0,15.0,2573.0,2797.126953125
2016.0,36.0,56.0,15.0,2371.0,2796.51611328125
2016.0,37.0,51.0,15.0,2566.0,2795.90966796875
2016.0,38.0,52.0,15.0,2449.0,2793.165283203125
2016.0,39.0,60.0,15.0,2384.0,2787.926513671875
2016.0,40.0,61.0,16.0,2378.0,2786.2470703125
2016.0,41.0,48.0,16.0,2423.0,2788.50146484375
2016.0,42.0,48.0,16.0,2408.0,2786.114501953125
2016.0,43.0,56.0,16.0,2398.0,2780.8642578125
2016.0,44.0,45.0,16.0,2462.0,2782.416015625
2016.0,45.0,52.0,20.0,2598.0,2781.7841796875
2016.0,46.0,50.0,20.0,2651.0,2780.1142578125
2016.0,47.0,48.0,20.0,2620.0,2778.4453125
2016.0,48.0,34.0,20.0,2589.0,2781.113525390625
2016.0,49.0,48.0,20.0,2377.0,2773.668701171875
2016.0,50.0,51.0,23.0,2410.0,2773.393310546875
2016.0,51.0,40.0,23.0,2275.0,2774.9853515625
2016.0,52.0,36.0,23.0,2493.0,2774.04931640625
2017.0,1.0,41.0,21.0,2721.0,2891.4404296875
2017.0,2.0,54.0,21.0,2864.0,2884.472412109375
2017.0,3.0,46.0,21.0,3060.0,2884.906494140625
2017.0,4.0,34.0,21.0,3002.0,2886.768310546875
2017.0,5.0,41.0,21.0,3521.0,2881.904541015625
2017.0,6.0,51.0,15.0,3352.0,2869.5048828125
2017.0,7.0,47.0,15.0,3316.0,2868.527099609375
2017.0,8.0,47.0,15.0,2993.0,2866.142578125
2017.0,9.0,45.0,15.0,3008.0,2864.463134765625
2017.0,10.0,55.0,11.0,3038.0,2854.2470703125
2017.0,11.0,62.0,11.0,2711.0,2849.41015625
2017.0,12.0,55.0,11.0,2977.0,2849.476806640625
2017.0,13.0,50.0,11.0,2839.0,2848.84814453125
2017.0,14.0,50.0,21.0,3023.0,2857.24072265625
2017.0,15.0,54.0,21.0,3164.0,2853.434814453125
2017.0,16.0,61.0,21.0,3202.0,2848.5673828125
2017.0,17.0,60.0,21.0,3189.0,2846.53125
2017.0,18.0,57.0,21.0,3452.0,2845.204345703125
2017.0,19.0,46.0,15.0,3645.0,2840.25927734375
2017.0,20.0,46.0,15.0,3500.0,2837.87353515625
2017.0,21.0,49.0,15.0,3440.0,2834.42431640625
2017.0,22.0,43.0,15.0,3241.0,2834.1669921875
2017.0,23.0,50.0,10.0,2842.0,2823.923828125
2017.0,24.0,46.0,10.0,2476.0,2822.952880859375
2017.0,25.0,50.0,10.0,2374.0,2819.154052734375
2017.0,26.0,47.0,10.0,2793.0,2817.830078125
2017.0,27.0,44.0,9.0,2835.0,2815.433837890625
2017.0,28.0,46.0,9.0,3191.0,2812.341796875
2017.0,29.0,49.0,9.0,3355.0,2808.895263671875
2017.0,30.0,55.0,9.0,3132.0,2804.388427734375
2017.0,31.0,50.0,9.0,2867.0,2803.77197265625
2017.0,32.0,44.0,18.0,2783.0,2813.173583984375
2017.0,33.0,47.0,18.0,2893.0,2809.7138671875
2017.0,34.0,43.0,18.0,2771.0,2808.757568359375
2017.0,35.0,50.0,18.0,2502.0,2803.865478515625
2017.0,36.0,48.0,19.0,2378.0,2803.263671875
2017.0,37.0,54.0,19.0,2489.0,2798.72802734375
2017.0,38.0,49.0,19.0,2665.0,2798.129150390625
2017.0,39.0,55.0,19.0,2686.0,2793.592041015625
2017.0,40.0,55.0,18.0,2881.0,2790.135498046875
2017.0,41.0,47.0,18.0,3016.0,2790.61279296875
2017.0,42.0,62.0,18.0,3125.0,2782.855712890625
2017.0,43.0,63.0,18.0,2869.0,2780.108642578125
2017.0,44.0,49.0,18.0,2882.0,2782.732421875
2017.0,45.0,47.0,24.0,2862.0,2787.47119140625
2017.0,46.0,53.0,24.0,2939.0,2782.91552734375
2017.0,47.0,43.0,24.0,2910.0,2784.138916015625
2017.0,48.0,39.0,24.0,2836.0,2783.19970703125
2017.0,49.0,48.0,24.0,2711.0,2777.551025390625
2017.0,50.0,56.0,23.0,2677.0,2771.20703125
2017.0,51.0,50.0,23.0,2729.0,2770.983154296875
2017.0,52.0,39.0,23.0,2836.0,2772.5791015625
2018.0,1.0,43.0,25.0,3158.0,2894.667236328125
2018.0,2.0,33.0,25.0,3632.0,2895.831298828125
2018.0,3.0,43.0,25.0,4234.0,2889.897705078125
2018.0,4.0,42.0,25.0,4048.0,2887.867431640625
2018.0,5.0,49.0,25.0,3960.0,2883.0
