epoch,loss,val_loss
0,0.43925760504347167,0.15182383615395117
1,0.3894505185239455,0.14922152511004744
2,0.3661406037494608,0.1462498106833162
3,0.40048923184968765,0.144646310086908
4,0.4269713621873122,0.14267990404161915
5,0.38194035135243276,0.1402413952967216
6,0.3925434384680442,0.1371460490185639
7,0.3581199640602008,0.1344431402354405
8,0.40487656698507424,0.1325040816746909
9,0.38241433895011834,0.13064400235126758
10,0.3655594776119042,0.12842209508706784
11,0.34376599966670596,0.12626309898392907
12,0.36182520535197193,0.12371056809507568
13,0.38011031183182387,0.12168267985870099
14,0.37488537676194134,0.11952859908342361
15,0.37898416149670183,0.1171878404144583
16,0.36730196748383986,0.11419345464172034
17,0.36769108022499947,0.11164725392029204
18,0.3415149914193477,0.10899266754758768
19,0.33135048013467056,0.10664763841135748
20,0.35078375614606416,0.10485672025844969
21,0.3844531340296991,0.10340040845089946
22,0.37037050265532273,0.10183156101868071
23,0.36024284632497244,0.10079180886005533
24,0.3542261926701705,0.09890331456373477
25,0.3850730257066666,0.09750688024635973
26,0.3929880978834575,0.09655389241103468
27,0.32424813616869136,0.0950776862687078
28,0.36637852836518264,0.09304690489481235
29,0.38376145476129797,0.09117013087560391
30,0.3724234941588268,0.0894270477623775
31,0.35269745456147517,0.08872326823144124
32,0.3518930046536804,0.08753828781432119
33,0.41666774890002084,0.08619596218240672
34,0.3954579684529369,0.08514877845501077
35,0.3518412310073818,0.08406637300705087
36,0.34519355936287754,0.08239011543578115
37,0.33490148726092206,0.0813585226905757
38,0.3317482293461243,0.08074912223322638
39,0.3445003137868993,0.07954967124708767
40,0.3510782973528987,0.07861702991970654
41,0.3229679752528937,0.07757348130489218
42,0.3714785294025732,0.07632920402905037
43,0.36317487445352303,0.07559958151702223
44,0.32487202257052805,0.07477427967663469
45,0.29265579945361453,0.07395401494256382
46,0.30335681538236625,0.07317270646835196
47,0.34321131506656627,0.07162398639424093
48,0.33366271179186274,0.0696654371146498
49,0.2831010014762706,0.06834565796728792
50,0.3637221164293419,0.06684867061417678
51,0.3287987696908718,0.06542901771849599
52,0.28364830143850855,0.06436375014740846
53,0.3682683482429021,0.06395019757850416
54,0.28281985958237454,0.06333201930954538
55,0.33352563702143156,0.06308904058974364
56,0.27582490606005916,0.06298343670265429
57,0.3634346262362208,0.06272129072197552
58,0.28955213354723486,0.06234101116143424
59,0.31121926946877354,0.06181753555248524
60,0.3595233271024885,0.06103945228046384
61,0.30721348038625934,0.060834116077628626
62,0.31771140548977916,0.06068319326330875
63,0.3162926705174856,0.060383797205727674
64,0.28711062305653257,0.059444036720127894
65,0.3162208705196553,0.05870035933009509
66,0.2659173135169491,0.05855897724114616
67,0.2988052113293523,0.05803472779948136
68,0.35000269930826594,0.057111688343615366
69,0.2790653296994947,0.056336067616939545
70,0.32257776360166557,0.05540931700118657
71,0.33348840057040774,0.0541791588324925
72,0.26039730073100303,0.05321184918284416
73,0.2711249162438768,0.05268949501473328
74,0.30666733610683977,0.052025622591890135
75,0.3024192762590641,0.0513166064589188
76,0.3307218182140885,0.050096559884219335
77,0.29957074547245494,0.04905104431612738
78,0.27104673342467434,0.04810069899620681
79,0.3192140353481155,0.04719936064091222
80,0.31475215974976034,0.04638543892009505
81,0.30627601529678067,0.04594211704258261
82,0.26616426951744976,0.045405203283860766
83,0.2925633486040038,0.04478876408317994
84,0.2701955915036784,0.04415361146474707
85,0.30337790679607995,0.04352574166038941
86,0.28758240454067474,0.043103650469204474
87,0.29421175510635206,0.04289307406750219
88,0.2774427762398353,0.042777078161979544
89,0.28807627143363607,0.04238203643211003
90,0.28865560053160827,0.04201233541143352
91,0.30113962373582487,0.041632101967416964
92,0.26402925730290994,0.04118339434779923
93,0.2612921578716908,0.040794284564667736
94,0.272491266757115,0.04064296597036822
95,0.29532407824270324,0.040295116217999624
96,0.2697854371092438,0.040298631735916794
97,0.25524359611094805,0.04033251916026247
98,0.25194885483963997,0.0400375382139765
99,0.27097538814825173,0.03957012809556106
100,0.26813780647866864,0.039233104679091226
101,0.2713504530725436,0.038882442204089
102,0.339399787230729,0.03859894517166861
