year,week,psi,rain,patient,result
2013.0,33.0,25.0,15.0,2700.0,2827.14111328125
2013.0,34.0,28.0,15.0,2565.0,2832.348388671875
2013.0,35.0,27.0,15.0,2380.0,2833.52978515625
2013.0,36.0,18.0,19.0,2262.0,2819.74853515625
2013.0,37.0,25.0,19.0,2211.0,2828.98681640625
2013.0,38.0,27.0,19.0,2373.0,2833.182861328125
2013.0,39.0,34.0,19.0,2180.0,2842.391357421875
2013.0,40.0,26.0,19.0,2301.0,2836.545166015625
2013.0,41.0,25.0,19.0,2429.0,2837.7197265625
2013.0,42.0,23.0,19.0,2429.0,2837.883544921875
2013.0,43.0,30.0,19.0,2401.0,2847.117919921875
2013.0,44.0,28.0,19.0,2155.0,2847.286376953125
2013.0,45.0,28.0,22.0,3018.0,2844.285888671875
2013.0,46.0,23.0,22.0,2494.0,2841.427734375
2013.0,47.0,21.0,22.0,2576.0,2841.583984375
2013.0,48.0,20.0,22.0,2363.0,2842.74755859375
2013.0,49.0,18.0,22.0,2526.0,2842.89453125
2013.0,50.0,24.0,21.0,2509.0,2852.864013671875
2013.0,51.0,20.0,21.0,2458.0,2850.986328125
2013.0,52.0,33.0,21.0,2605.0,2866.29345703125
2014.0,1.0,27.0,5.0,2766.0,2776.694091796875
2014.0,2.0,25.0,5.0,2805.0,2776.908203125
2014.0,3.0,32.0,5.0,3124.0,2786.096923828125
2014.0,4.0,36.0,5.0,3288.0,2792.286865234375
2014.0,5.0,27.0,5.0,3242.0,2785.53125
2014.0,6.0,32.0,1.0,3200.0,2799.6435546875
2014.0,7.0,32.0,1.0,2793.0,2801.8525390625
2014.0,8.0,34.0,1.0,2590.0,2806.062255859375
2014.0,9.0,37.0,1.0,2576.0,2811.27001953125
2014.0,10.0,44.0,6.0,2473.0,2811.767578125
2014.0,11.0,38.0,6.0,2493.0,2808.02197265625
2014.0,12.0,34.0,6.0,2003.0,2806.244873046875
2014.0,13.0,41.0,6.0,2198.0,2815.424560546875
2014.0,14.0,55.0,17.0,2059.0,2812.26708984375
2014.0,15.0,61.0,17.0,2248.0,2820.333740234375
2014.0,16.0,59.0,17.0,2367.0,2820.6025390625
2014.0,17.0,62.0,17.0,2588.0,2825.741943359375
2014.0,18.0,53.0,17.0,2601.0,2819.16552734375
2014.0,19.0,56.0,18.0,2522.0,2822.5654296875
2014.0,20.0,48.0,18.0,2630.0,2816.93212890625
2014.0,21.0,50.0,18.0,2754.0,2821.1064453125
2014.0,22.0,48.0,18.0,2649.0,2821.34716796875
2014.0,23.0,48.0,11.0,2512.0,2835.75146484375
2014.0,24.0,49.0,11.0,2448.0,2838.947265625
2014.0,25.0,54.0,11.0,2382.0,2846.096923828125
2014.0,26.0,53.0,11.0,2292.0,2847.3154296875
2014.0,27.0,55.0,15.0,2496.0,2844.505615234375
2014.0,28.0,52.0,15.0,2629.0,2843.754150390625
2014.0,29.0,52.0,15.0,2769.0,2845.957275390625
2014.0,30.0,55.0,15.0,2665.0,2851.119873046875
2014.0,31.0,50.0,15.0,2647.0,2848.384033203125
2014.0,32.0,39.0,20.0,2683.0,2830.9775390625
2014.0,33.0,54.0,20.0,2654.0,2848.002685546875
2014.0,34.0,56.0,20.0,2691.0,2852.169677734375
2014.0,35.0,58.0,20.0,2576.0,2856.33544921875
2014.0,36.0,59.0,9.0,2517.0,2878.774169921875
2014.0,37.0,71.0,9.0,2244.0,2892.81005859375
2014.0,38.0,70.0,9.0,2283.0,2894.031005859375
2014.0,39.0,69.0,9.0,2099.0,2895.2490234375
2014.0,40.0,73.0,10.0,1839.0,2899.623046875
2014.0,41.0,74.0,10.0,2043.0,2902.8056640625
2014.0,42.0,73.0,10.0,1947.0,2904.025146484375
2014.0,43.0,68.0,10.0,2049.0,2901.3046875
2014.0,44.0,74.0,10.0,2006.0,2909.40625
2014.0,45.0,58.0,23.0,2082.0,2873.054443359375
2014.0,46.0,41.0,23.0,2140.0,2858.41748046875
2014.0,47.0,48.0,23.0,2226.0,2867.5595703125
2014.0,48.0,47.0,23.0,2204.0,2868.75390625
2014.0,49.0,50.0,23.0,2235.0,2873.9150390625
2014.0,50.0,45.0,17.0,2315.0,2881.571533203125
2014.0,51.0,34.0,17.0,2177.0,2872.71240234375
2014.0,52.0,37.0,17.0,2407.0,2877.909912109375
2015.0,1.0,46.0,6.0,2822.0,2794.465087890625
2015.0,2.0,38.0,6.0,2921.0,2788.785400390625
2015.0,3.0,54.0,6.0,3035.0,2806.766845703125
2015.0,4.0,57.0,6.0,2918.0,2811.92919921875
2015.0,5.0,46.0,6.0,2931.0,2803.339111328125
2015.0,6.0,59.0,6.0,2997.0,2818.333251953125
2015.0,7.0,48.0,6.0,2959.0,2809.74609375
2015.0,8.0,50.0,6.0,2821.0,2813.9345703125
2015.0,9.0,51.0,6.0,2590.0,2817.136962890625
2015.0,10.0,50.0,5.0,2513.0,2820.10986328125
2015.0,11.0,51.0,5.0,2288.0,2823.3125
2015.0,12.0,64.0,5.0,2401.0,2838.310302734375
2015.0,13.0,53.0,5.0,2341.0,2829.716552734375
2015.0,14.0,53.0,13.0,2366.0,2817.9677734375
2015.0,15.0,49.0,13.0,2469.0,2816.252197265625
2015.0,16.0,59.0,13.0,2534.0,2828.273193359375
2015.0,17.0,52.0,13.0,2645.0,2823.625244140625
2015.0,18.0,55.0,13.0,2882.0,2828.783203125
2015.0,19.0,47.0,12.0,2757.0,2824.86181640625
2015.0,20.0,49.0,12.0,2828.0,2829.044189453125
2015.0,21.0,52.0,12.0,3001.0,2834.2109375
2015.0,22.0,46.0,12.0,2844.0,2830.4921875
2015.0,23.0,47.0,10.0,2637.0,2837.167724609375
2015.0,24.0,50.0,10.0,2631.0,2842.344482421875
2015.0,25.0,52.0,10.0,2651.0,2846.528076171875
2015.0,26.0,54.0,10.0,2319.0,2850.710205078125
2015.0,27.0,64.0,13.0,2357.0,2857.503173828125
2015.0,28.0,55.0,13.0,2318.0,2850.86767578125
2015.0,29.0,51.0,13.0,2455.0,2849.121826171875
2015.0,30.0,49.0,13.0,2392.0,2849.343505859375
2015.0,31.0,52.0,13.0,2475.0,2854.513916015625
2015.0,32.0,57.0,11.0,2880.0,2865.149658203125
2015.0,33.0,59.0,11.0,2810.0,2869.325927734375
2015.0,34.0,76.0,11.0,2625.0,2888.207763671875
2015.0,35.0,71.0,11.0,2423.0,2885.529052734375
2015.0,36.0,101.0,8.0,2280.0,2922.130615234375
2015.0,37.0,110.0,8.0,2821.0,2932.95068359375
2015.0,38.0,137.0,8.0,2738.0,2960.603271484375
2015.0,39.0,138.0,8.0,2929.0,2963.757568359375
2015.0,40.0,128.0,9.0,2619.0,2954.830810546875
2015.0,41.0,97.0,9.0,2529.0,2927.56640625
2015.0,42.0,108.0,9.0,2612.0,2940.328369140625
2015.0,43.0,133.0,9.0,2588.0,2966.171142578125
2015.0,44.0,63.0,9.0,2533.0,2900.959228515625
2015.0,45.0,69.0,13.0,2721.0,2902.058349609375
2015.0,46.0,48.0,13.0,2673.0,2883.445556640625
2015.0,47.0,50.0,13.0,2488.0,2887.628173828125
2015.0,48.0,45.0,13.0,2455.0,2884.81640625
2015.0,49.0,44.0,13.0,2319.0,2885.997802734375
2015.0,50.0,44.0,19.0,2304.0,2877.757568359375
2015.0,51.0,59.0,19.0,2414.0,2894.837890625
2015.0,52.0,42.0,19.0,2494.0,2880.121337890625
2016.0,1.0,38.0,15.0,2604.0,2771.652099609375
2016.0,2.0,40.0,15.0,2775.0,2775.829345703125
2016.0,3.0,51.0,15.0,2946.0,2788.800537109375
2016.0,4.0,42.0,15.0,3111.0,2782.22216796875
2016.0,5.0,42.0,15.0,3125.0,2784.437255859375
2016.0,6.0,44.0,10.0,3740.0,2797.30322265625
2016.0,7.0,48.0,10.0,3174.0,2803.45263671875
2016.0,8.0,49.0,10.0,3148.0,2806.651123046875
2016.0,9.0,50.0,10.0,3001.0,2809.849609375
2016.0,10.0,47.0,6.0,2702.0,2816.07373046875
2016.0,11.0,54.0,6.0,2382.0,2825.188720703125
2016.0,12.0,60.0,6.0,2596.0,2833.297607421875
2016.0,13.0,64.0,6.0,2530.0,2839.432861328125
2016.0,14.0,59.0,14.0,2417.0,2822.75390625
2016.0,15.0,60.0,14.0,2383.0,2825.94580078125
2016.0,16.0,58.0,14.0,2487.0,2826.20947265625
2016.0,17.0,60.0,14.0,2520.0,2830.37744140625
2016.0,18.0,55.0,14.0,2715.0,2827.701416015625
2016.0,19.0,54.0,12.0,2648.0,2832.424072265625
2016.0,20.0,54.0,12.0,2853.0,2834.634521484375
2016.0,21.0,42.0,12.0,2775.0,2824.9951171875
2016.0,22.0,55.0,12.0,2634.0,2840.035888671875
2016.0,23.0,55.0,13.0,2521.0,2840.498046875
2016.0,24.0,47.0,13.0,2564.0,2834.817626953125
2016.0,25.0,50.0,13.0,2819.0,2839.9853515625
2016.0,26.0,51.0,13.0,3021.0,2843.1767578125
2016.0,27.0,50.0,20.0,2989.0,2832.19140625
2016.0,28.0,49.0,20.0,2940.0,2833.4111328125
2016.0,29.0,51.0,20.0,3427.0,2837.5791015625
2016.0,30.0,50.0,20.0,3566.0,2838.79736328125
2016.0,31.0,52.0,20.0,3499.0,2842.96484375
2016.0,32.0,57.0,15.0,3233.0,2858.8154296875
2016.0,33.0,49.0,15.0,2834.0,2853.12060546875
2016.0,34.0,60.0,15.0,2687.0,2866.168701171875
2016.0,35.0,61.0,15.0,2573.0,2869.3525390625
2016.0,36.0,56.0,15.0,2371.0,2866.630859375
2016.0,37.0,51.0,15.0,2566.0,2863.88623046875
2016.0,38.0,52.0,15.0,2449.0,2867.0712890625
2016.0,39.0,60.0,15.0,2384.0,2877.166015625
2016.0,40.0,61.0,16.0,2378.0,2878.597412109375
2016.0,41.0,48.0,16.0,2423.0,2867.94140625
2016.0,42.0,48.0,16.0,2408.0,2870.1318359375
2016.0,43.0,56.0,16.0,2398.0,2880.25146484375
2016.0,44.0,45.0,16.0,2462.0,2871.5234375
2016.0,45.0,52.0,20.0,2598.0,2873.697509765625
2016.0,46.0,50.0,20.0,2651.0,2873.90625
2016.0,47.0,48.0,20.0,2620.0,2874.10986328125
2016.0,48.0,34.0,20.0,2589.0,2862.325927734375
2016.0,49.0,48.0,20.0,2377.0,2878.48046875
2016.0,50.0,51.0,23.0,2410.0,2878.413330078125
2016.0,51.0,40.0,23.0,2275.0,2869.668212890625
2016.0,52.0,36.0,23.0,2493.0,2867.85009765625
2017.0,1.0,41.0,21.0,2721.0,2764.86279296875
2017.0,2.0,54.0,21.0,2864.0,2779.695068359375
2017.0,3.0,46.0,21.0,3060.0,2774.16162109375
2017.0,4.0,34.0,21.0,3002.0,2764.666015625
2017.0,5.0,41.0,21.0,3521.0,2773.72314453125
2017.0,6.0,51.0,15.0,3352.0,2796.13330078125
2017.0,7.0,47.0,15.0,3316.0,2794.443359375
2017.0,8.0,47.0,15.0,2993.0,2796.65869140625
2017.0,9.0,45.0,15.0,3008.0,2796.91357421875
2017.0,10.0,55.0,11.0,3038.0,2815.89013671875
2017.0,11.0,62.0,11.0,2711.0,2824.939453125
2017.0,12.0,55.0,11.0,2977.0,2820.3232421875
2017.0,13.0,50.0,11.0,2839.0,2817.63427734375
2017.0,14.0,50.0,21.0,3023.0,2802.42041015625
2017.0,15.0,54.0,21.0,3164.0,2808.5283203125
2017.0,16.0,61.0,21.0,3202.0,2817.537841796875
2017.0,17.0,60.0,21.0,3189.0,2818.783935546875
2017.0,18.0,57.0,21.0,3452.0,2818.084716796875
2017.0,19.0,46.0,15.0,3645.0,2819.99609375
2017.0,20.0,46.0,15.0,3500.0,2822.201904296875
2017.0,21.0,49.0,15.0,3440.0,2827.361572265625
2017.0,22.0,43.0,15.0,3241.0,2823.65087890625
2017.0,23.0,50.0,10.0,2842.0,2841.466796875
2017.0,24.0,46.0,10.0,2476.0,2839.712158203125
2017.0,25.0,50.0,10.0,2374.0,2845.875244140625
2017.0,26.0,47.0,10.0,2793.0,2845.107666015625
2017.0,27.0,44.0,9.0,2835.0,2846.06640625
2017.0,28.0,46.0,9.0,3191.0,2850.25439453125
2017.0,29.0,49.0,9.0,3355.0,2855.4326171875
2017.0,30.0,55.0,9.0,3132.0,2863.575439453125
2017.0,31.0,50.0,9.0,2867.0,2860.82373046875
2017.0,32.0,44.0,18.0,2783.0,2841.423095703125
2017.0,33.0,47.0,18.0,2893.0,2846.586181640625
2017.0,34.0,43.0,18.0,2771.0,2844.82275390625
2017.0,35.0,50.0,18.0,2502.0,2853.941650390625
2017.0,36.0,48.0,19.0,2378.0,2852.420166015625
2017.0,37.0,54.0,19.0,2489.0,2860.532958984375
2017.0,38.0,49.0,19.0,2665.0,2857.796630859375
2017.0,39.0,55.0,19.0,2686.0,2865.90869140625
2017.0,40.0,55.0,18.0,2881.0,2869.84912109375
2017.0,41.0,47.0,18.0,3016.0,2864.13232421875
2017.0,42.0,62.0,18.0,3125.0,2881.124755859375
2017.0,43.0,63.0,18.0,2869.0,2884.30126953125
2017.0,44.0,49.0,18.0,2882.0,2872.682861328125
2017.0,45.0,47.0,24.0,2862.0,2862.448974609375
2017.0,46.0,53.0,24.0,2939.0,2870.556884765625
2017.0,47.0,43.0,24.0,2910.0,2862.857666015625
2017.0,48.0,39.0,24.0,2836.0,2861.065185546875
2017.0,49.0,48.0,24.0,2711.0,2872.18115234375
2017.0,50.0,56.0,23.0,2677.0,2884.009033203125
2017.0,51.0,50.0,23.0,2729.0,2880.269287109375
2017.0,52.0,39.0,23.0,2836.0,2871.516845703125
2018.0,1.0,43.0,25.0,3158.0,2760.546875
2018.0,2.0,33.0,25.0,3632.0,2753.0400390625
2018.0,3.0,43.0,25.0,4234.0,2764.979736328125
2018.0,4.0,42.0,25.0,4048.0,2766.22412109375
2018.0,5.0,49.0,25.0,3960.0,2775.223388671875
