epoch,loss,val_loss
0,0.4561469705935517,0.045049262971713626
1,0.46366907190952905,0.04402201712645333
2,0.41214944199739,0.04303311916260884
3,0.48906154451866496,0.04229209417926854
4,0.4454386539049278,0.04151313636323501
5,0.4494885047097012,0.040892098869743015
6,0.4539375871554759,0.04049637888012261
7,0.507736015238913,0.04008253946386535
8,0.4276179989538581,0.03930956099567742
9,0.46725033338253313,0.03878939126072259
10,0.4684666489583874,0.03835912922333027
11,0.4819143527773171,0.03764466517444315
12,0.4706493594527784,0.036983220356291736
13,0.46791433789071996,0.036320257418114565
14,0.4681584506013275,0.03578080313986745
15,0.41058922178065616,0.03519429805977591
16,0.4508385294163389,0.034610272224607136
17,0.4703262477978322,0.03411060982737048
18,0.4370431518392865,0.033453475427010965
19,0.42247485952679387,0.03305903321196293
20,0.46807653291732476,0.032906296181267704
21,0.4030273354431083,0.03279359227624433
22,0.4528491598178898,0.0326228651764064
23,0.4471670410751757,0.032433388305121456
24,0.5080778477418476,0.032428683648849356
25,0.435054320690319,0.032214952440097415
26,0.43580644985669337,0.031911677584565916
27,0.45593218808799846,0.0315182510891865
28,0.47206269615915564,0.03131884914533845
29,0.4088926166970266,0.031121541200012995
30,0.4456282163637256,0.030990858658634383
31,0.46176823231968944,0.030631791671802258
32,0.5010528321719278,0.03034388055575305
33,0.4270858694525326,0.030081258508665807
34,0.40936298877405364,0.030028439415939922
35,0.4704901039330668,0.02994500524524985
36,0.4152997694403877,0.029669586569070816
37,0.4308882005074445,0.029558252414752698
38,0.4379356771842387,0.029616536765262998
39,0.46173619253063636,0.029637071079221266
40,0.47304220868451563,0.029564042928917653
41,0.44866614953964545,0.02937082329700733
42,0.4165833564095907,0.02921926512800414
43,0.42089640352521007,0.029132745903113794
44,0.42749825821203347,0.029113156528308475
45,0.4151387739235459,0.02907050452355681
46,0.40029926888004147,0.029079509320957906
47,0.4025038754508506,0.028970431921810938
48,0.48732961060234864,0.02885952720354343
49,0.4613555255788484,0.028702968410376846
50,0.40377079995509185,0.02857760172979585
51,0.4017934712888968,0.02859098053184049
52,0.44945735480990345,0.028596265177274573
53,0.37646910224565017,0.028564507848229902
54,0.42826143945504097,0.02846567641044485
55,0.4221105084699743,0.028414100922387223
56,0.44163072540749254,0.028379572619651926
57,0.47183476112007555,0.028564178866559063
58,0.410043203453133,0.028655871748924255
59,0.40287258169230294,0.02867441919857058
60,0.42485750705947706,0.0287202594095263
61,0.3772494863061344,0.028796971743476802
