epoch,loss,val_loss
0,0.44264566957243817,0.05388587350264574
1,0.4026701210044589,0.05190436618450361
2,0.4529755592581783,0.049069203436374664
3,0.43972183958343836,0.04778951244094433
4,0.47677990358337585,0.04588471458126337
5,0.39045928200714203,0.04449311405038222
6,0.42385178368553345,0.043394637700074755
7,0.4011621911063967,0.04225710368691347
8,0.411192892450589,0.0422100577598963
9,0.4354072684355875,0.04155091234506705
10,0.4751000579873564,0.04104449666845493
11,0.4402023904879574,0.04024186501136193
12,0.3779704325755123,0.03899375311075113
13,0.4282445521222744,0.03758054026044332
14,0.4200365609331093,0.03581441079194729
15,0.41769726662767737,0.03444171610933084
16,0.3739731161019548,0.03364057237139115
17,0.3785221540173994,0.03310803094735512
18,0.39714938284380163,0.03271502160873169
19,0.4168995125256037,0.03194914729549335
20,0.4049850216967315,0.03161660495858926
21,0.4114908941178454,0.031179597458014123
22,0.37388817830519244,0.030448890458314847
23,0.3642700117802903,0.029697134708746884
24,0.3548868682544693,0.028997586992306586
25,0.4056708435767253,0.028602277430204246
26,0.3699267669157548,0.02838502050592349
27,0.36611415369237366,0.028308749676514894
28,0.33747576347924035,0.028240005366313152
29,0.39231209792638483,0.028244119328566086
30,0.3508699595221418,0.028263903867739897
31,0.3918418711117605,0.02831592687811607
32,0.3921709811027813,0.028461417231040124
33,0.40420064129848254,0.02881353912063134
