year,week,psi,rain,patient,result
2014.0,9.0,37.0,1.0,2576.0,2762.73681640625
2014.0,10.0,44.0,6.0,2473.0,2744.55126953125
2014.0,11.0,38.0,6.0,2493.0,2750.884765625
2014.0,12.0,34.0,6.0,2003.0,2755.71728515625
2014.0,13.0,41.0,6.0,2198.0,2752.4267578125
2014.0,14.0,55.0,17.0,2059.0,2711.251708984375
2014.0,15.0,61.0,17.0,2248.0,2708.630126953125
2014.0,16.0,59.0,17.0,2367.0,2712.056884765625
2014.0,17.0,62.0,17.0,2588.0,2711.706787109375
2014.0,18.0,53.0,17.0,2601.0,2720.386962890625
2014.0,19.0,56.0,18.0,2522.0,2717.083740234375
2014.0,20.0,48.0,18.0,2630.0,2724.98388671875
2014.0,21.0,50.0,18.0,2754.0,2725.3779296875
2014.0,22.0,48.0,18.0,2649.0,2728.759765625
2014.0,23.0,48.0,11.0,2512.0,2751.2216796875
2014.0,24.0,49.0,11.0,2448.0,2752.354736328125
2014.0,25.0,54.0,11.0,2382.0,2750.552490234375
2014.0,26.0,53.0,11.0,2292.0,2753.155029296875
2014.0,27.0,55.0,15.0,2496.0,2741.776611328125
2014.0,28.0,52.0,15.0,2629.0,2745.858642578125
2014.0,29.0,52.0,15.0,2769.0,2747.725341796875
2014.0,30.0,55.0,15.0,2665.0,2747.387451171875
2014.0,31.0,50.0,15.0,2647.0,2752.916015625
2014.0,32.0,39.0,20.0,2683.0,2748.28271484375
2014.0,33.0,54.0,20.0,2654.0,2739.093994140625
2014.0,34.0,56.0,20.0,2691.0,2739.4853515625
2014.0,35.0,58.0,20.0,2576.0,2739.87744140625
2014.0,36.0,59.0,9.0,2517.0,2773.23486328125
2014.0,37.0,71.0,9.0,2244.0,2766.435302734375
2014.0,38.0,70.0,9.0,2283.0,2769.00830078125
2014.0,39.0,69.0,9.0,2099.0,2771.57568359375
2014.0,40.0,73.0,10.0,1839.0,2767.59619140625
2014.0,41.0,74.0,10.0,2043.0,2768.725830078125
2014.0,42.0,73.0,10.0,1947.0,2771.291015625
2014.0,43.0,68.0,10.0,2049.0,2776.71240234375
2014.0,44.0,74.0,10.0,2006.0,2774.259033203125
2014.0,45.0,58.0,23.0,2082.0,2749.7119140625
2014.0,46.0,41.0,23.0,2140.0,2763.888427734375
2014.0,47.0,48.0,23.0,2226.0,2760.647216796875
2014.0,48.0,47.0,23.0,2204.0,2763.195556640625
2014.0,49.0,50.0,23.0,2235.0,2762.852783203125
2014.0,50.0,45.0,17.0,2315.0,2785.498291015625
2014.0,51.0,34.0,17.0,2177.0,2795.08984375
2014.0,52.0,37.0,17.0,2407.0,2794.758056640625
2015.0,1.0,46.0,6.0,2822.0,2725.31298828125
2015.0,2.0,38.0,6.0,2921.0,2733.23828125
2015.0,3.0,54.0,6.0,3035.0,2723.1240234375
2015.0,4.0,57.0,6.0,2918.0,2722.7861328125
2015.0,5.0,46.0,6.0,2931.0,2732.9560546875
2015.0,6.0,59.0,6.0,2997.0,2725.12255859375
2015.0,7.0,48.0,6.0,2959.0,2735.2685546875
2015.0,8.0,50.0,6.0,2821.0,2735.67822265625
2015.0,9.0,51.0,6.0,2590.0,2736.8330078125
2015.0,10.0,50.0,5.0,2513.0,2742.460693359375
2015.0,11.0,51.0,5.0,2288.0,2743.612548828125
2015.0,12.0,64.0,5.0,2401.0,2735.860595703125
2015.0,13.0,53.0,5.0,2341.0,2745.9140625
2015.0,14.0,53.0,13.0,2366.0,2724.01953125
2015.0,15.0,49.0,13.0,2469.0,2728.91259765625
2015.0,16.0,59.0,13.0,2534.0,2723.330322265625
2015.0,17.0,52.0,13.0,2645.0,2730.46044921875
2015.0,18.0,55.0,13.0,2882.0,2730.1162109375
2015.0,19.0,47.0,12.0,2757.0,2740.9033203125
2015.0,20.0,49.0,12.0,2828.0,2741.3017578125
2015.0,21.0,52.0,12.0,3001.0,2740.961669921875
2015.0,22.0,46.0,12.0,2844.0,2747.268310546875
2015.0,23.0,47.0,10.0,2637.0,2754.286376953125
2015.0,24.0,50.0,10.0,2631.0,2753.952392578125
2015.0,25.0,52.0,10.0,2651.0,2754.352294921875
2015.0,26.0,54.0,10.0,2319.0,2754.75439453125
2015.0,27.0,64.0,13.0,2357.0,2740.427734375
2015.0,28.0,55.0,13.0,2318.0,2748.920166015625
2015.0,29.0,51.0,13.0,2455.0,2753.714111328125
2015.0,30.0,49.0,13.0,2392.0,2757.03173828125
2015.0,31.0,52.0,13.0,2475.0,2756.697265625
2015.0,32.0,57.0,11.0,2880.0,2760.7802734375
2015.0,33.0,59.0,11.0,2810.0,2761.181640625
2015.0,34.0,76.0,11.0,2625.0,2750.67822265625
2015.0,35.0,71.0,11.0,2423.0,2756.18310546875
2015.0,36.0,101.0,8.0,2280.0,2745.169677734375
2015.0,37.0,110.0,8.0,2821.0,2740.50634765625
2015.0,38.0,137.0,8.0,2738.0,2722.677001953125
2015.0,39.0,138.0,8.0,2929.0,2723.8681640625
2015.0,40.0,128.0,9.0,2619.0,2730.06201171875
2015.0,41.0,97.0,9.0,2529.0,2754.483154296875
2015.0,42.0,108.0,9.0,2612.0,2748.403076171875
2015.0,43.0,133.0,9.0,2588.0,2732.143798828125
2015.0,44.0,63.0,9.0,2533.0,2784.403564453125
2015.0,45.0,69.0,13.0,2721.0,2770.242431640625
2015.0,46.0,48.0,13.0,2673.0,2787.05419921875
2015.0,47.0,50.0,13.0,2488.0,2787.4423828125
2015.0,48.0,45.0,13.0,2455.0,2792.7880859375
2015.0,49.0,44.0,13.0,2319.0,2795.292236328125
2015.0,50.0,44.0,19.0,2304.0,2779.84423828125
2015.0,51.0,59.0,19.0,2414.0,2770.9375
2015.0,52.0,42.0,19.0,2494.0,2784.86962890625
2016.0,1.0,38.0,15.0,2604.0,2703.99853515625
2016.0,2.0,40.0,15.0,2775.0,2704.39453125
2016.0,3.0,51.0,15.0,2946.0,2697.919921875
2016.0,4.0,42.0,15.0,3111.0,2706.71142578125
2016.0,5.0,42.0,15.0,3125.0,2708.629638671875
2016.0,6.0,44.0,10.0,3740.0,2723.84716796875
2016.0,7.0,48.0,10.0,3174.0,2722.745849609375
2016.0,8.0,49.0,10.0,3148.0,2723.901611328125
2016.0,9.0,50.0,10.0,3001.0,2725.0576171875
2016.0,10.0,47.0,6.0,2702.0,2741.09228515625
2016.0,11.0,54.0,6.0,2382.0,2737.785888671875
2016.0,12.0,60.0,6.0,2596.0,2735.224609375
2016.0,13.0,64.0,6.0,2530.0,2734.1533203125
2016.0,14.0,59.0,14.0,2417.0,2715.956787109375
2016.0,15.0,60.0,14.0,2383.0,2717.11474609375
2016.0,16.0,58.0,14.0,2487.0,2720.52197265625
2016.0,17.0,60.0,14.0,2520.0,2720.92626953125
2016.0,18.0,55.0,14.0,2715.0,2726.564453125
2016.0,19.0,54.0,12.0,2648.0,2735.108154296875
2016.0,20.0,54.0,12.0,2853.0,2736.99365234375
2016.0,21.0,42.0,12.0,2775.0,2747.739990234375
2016.0,22.0,55.0,12.0,2634.0,2740.017578125
2016.0,23.0,55.0,13.0,2521.0,2738.948974609375
2016.0,24.0,47.0,13.0,2564.0,2746.724853515625
2016.0,25.0,50.0,13.0,2819.0,2746.38427734375
2016.0,26.0,51.0,13.0,3021.0,2747.515869140625
2016.0,27.0,50.0,20.0,2989.0,2729.64794921875
2016.0,28.0,49.0,20.0,2940.0,2732.2646484375
2016.0,29.0,51.0,20.0,3427.0,2732.6533203125
2016.0,30.0,50.0,20.0,3566.0,2735.263671875
2016.0,31.0,52.0,20.0,3499.0,2735.652587890625
2016.0,32.0,57.0,15.0,3233.0,2748.4345703125
2016.0,33.0,49.0,15.0,2834.0,2756.13330078125
2016.0,34.0,60.0,15.0,2687.0,2749.960693359375
2016.0,35.0,61.0,15.0,2573.0,2751.089111328125
2016.0,36.0,56.0,15.0,2371.0,2756.583251953125
2016.0,37.0,51.0,15.0,2566.0,2762.057373046875
2016.0,38.0,52.0,15.0,2449.0,2763.171875
2016.0,39.0,60.0,15.0,2384.0,2759.221435546875
2016.0,40.0,61.0,16.0,2378.0,2757.425048828125
2016.0,41.0,48.0,16.0,2423.0,2768.657958984375
2016.0,42.0,48.0,16.0,2408.0,2770.48388671875
2016.0,43.0,56.0,16.0,2398.0,2766.55419921875
2016.0,44.0,45.0,16.0,2462.0,2776.277587890625
2016.0,45.0,52.0,20.0,2598.0,2761.5283203125
2016.0,46.0,50.0,20.0,2651.0,2764.798583984375
2016.0,47.0,48.0,20.0,2620.0,2768.0595703125
2016.0,48.0,34.0,20.0,2589.0,2779.90087890625
2016.0,49.0,48.0,20.0,2377.0,2771.692138671875
2016.0,50.0,51.0,23.0,2410.0,2762.746826171875
2016.0,51.0,40.0,23.0,2275.0,2772.46337890625
2016.0,52.0,36.0,23.0,2493.0,2777.125244140625
2017.0,1.0,41.0,21.0,2721.0,2683.415771484375
2017.0,2.0,54.0,21.0,2864.0,2675.3046875
2017.0,3.0,46.0,21.0,3060.0,2683.42822265625
2017.0,4.0,34.0,21.0,3002.0,2694.58837890625
2017.0,5.0,41.0,21.0,3521.0,2691.137451171875
2017.0,6.0,51.0,15.0,3352.0,2703.127685546875
2017.0,7.0,47.0,15.0,3316.0,2708.086181640625
2017.0,8.0,47.0,15.0,2993.0,2710.00048828125
2017.0,9.0,45.0,15.0,3008.0,2713.424560546875
2017.0,10.0,55.0,11.0,3038.0,2719.642578125
2017.0,11.0,62.0,11.0,2711.0,2716.29296875
2017.0,12.0,55.0,11.0,2977.0,2723.456298828125
2017.0,13.0,50.0,11.0,2839.0,2729.09619140625
2017.0,14.0,50.0,21.0,3023.0,2701.52880859375
2017.0,15.0,54.0,21.0,3164.0,2700.40283203125
2017.0,16.0,61.0,21.0,3202.0,2697.0029296875
2017.0,17.0,60.0,21.0,3189.0,2699.6787109375
2017.0,18.0,57.0,21.0,3452.0,2703.86328125
2017.0,19.0,46.0,15.0,3645.0,2731.626220703125
2017.0,20.0,46.0,15.0,3500.0,2733.50634765625
2017.0,21.0,49.0,15.0,3440.0,2733.15771484375
2017.0,22.0,43.0,15.0,3241.0,2739.48193359375
2017.0,23.0,50.0,10.0,2842.0,2750.856689453125
2017.0,24.0,46.0,10.0,2476.0,2755.64892578125
2017.0,25.0,50.0,10.0,2374.0,2754.583740234375
2017.0,26.0,47.0,10.0,2793.0,2758.63232421875
2017.0,27.0,44.0,9.0,2835.0,2765.594482421875
2017.0,28.0,46.0,9.0,3191.0,2765.989990234375
2017.0,29.0,49.0,9.0,3355.0,2765.661376953125
2017.0,30.0,55.0,9.0,3132.0,2763.160400390625
2017.0,31.0,50.0,9.0,2867.0,2768.626708984375
2017.0,32.0,44.0,18.0,2783.0,2748.61474609375
2017.0,33.0,47.0,18.0,2893.0,2748.267578125
2017.0,34.0,43.0,18.0,2771.0,2753.039794921875
2017.0,35.0,50.0,18.0,2502.0,2749.77294921875
2017.0,36.0,48.0,19.0,2378.0,2750.183349609375
2017.0,37.0,54.0,19.0,2489.0,2747.647705078125
2017.0,38.0,49.0,19.0,2665.0,2753.141357421875
2017.0,39.0,55.0,19.0,2686.0,2750.6142578125
2017.0,40.0,55.0,18.0,2881.0,2755.356689453125
2017.0,41.0,47.0,18.0,3016.0,2762.98828125
2017.0,42.0,62.0,18.0,3125.0,2753.9619140625
2017.0,43.0,63.0,18.0,2869.0,2755.080078125
2017.0,44.0,49.0,18.0,2882.0,2767.023681640625
2017.0,45.0,47.0,24.0,2862.0,2753.053466796875
2017.0,46.0,53.0,24.0,2939.0,2750.524169921875
2017.0,47.0,43.0,24.0,2910.0,2759.602294921875
2017.0,48.0,39.0,24.0,2836.0,2764.306396484375
2017.0,49.0,48.0,24.0,2711.0,2759.629150390625
2017.0,50.0,56.0,23.0,2677.0,2758.541259765625
2017.0,51.0,50.0,23.0,2729.0,2764.682861328125
2017.0,52.0,39.0,23.0,2836.0,2774.374755859375
2018.0,1.0,43.0,25.0,3158.0,2669.5595703125
2018.0,2.0,33.0,25.0,3632.0,2679.2587890625
2018.0,3.0,43.0,25.0,4234.0,2673.44189453125
2018.0,4.0,42.0,25.0,4048.0,2676.15283203125
2018.0,5.0,49.0,25.0,3960.0,2672.669189453125
